"Striker_ID","Nationality","Footedness","Marital Status","Goals Scored","Assists","Shots on Target","Shot Accuracy","Conversion Rate","Dribbling Success","Movement off the Ball","Hold-up Play","Aerial Duels Won","Defensive Contribution","Big Game Performance","Consistency","Penalty Success Rate","Impact on Team Performance","Off-field Conduct"
"11","Spain","Left-footed","No","12.682911535938","8.8113704773395","34.22175845944","0.48583108858665","0.11962200678155","0.74818660617185","69.063638112608","72.20821298813","20.113154263384","28.130066116943","10.196643615282","0.76355634164147","0.95512452664277","7.5827579696319","11.489722813247"
"12","Germany","Right-footed","No","12.671351232149","7.8492856716526","26.383197232847","0.58063405407203","0.16186376107169","0.7547264797378","83.257966475422","51.232262187882","12.972184730719","50.578141808208","8.4670956270117","0.82285186435145","0.88822864925992","7.0643701740737","12.809675084508"
"13","France","Right-footed","No","16.20981135783","7.2831558594008","39.526826108377","0.52831776793972","0.16154288251064","0.75488838353174","57.128364314158","77.120402840179","15.075034370915","34.108878672189","7.0175673097963","0.81376058122312","0.72384121349638","8.7456341663567","8.4344158750568"
"14","Brazil","Right-footed","No","5.433598776711","5.2773090138752","20.175685273373","0.41334633829269","0.15300484494456","0.67450442064463","56.02881814887","42.523634901717","20.993400047737","30.644037012376","6.524633366078","0.77587698052439","0.76939860456426","8.464161902866","7.0704655521765"
"15","Spain","Left-footed","No","6.3754108374348","6.269686008295","37.151746622157","0.59173193141573","0.24147374209659","0.68745457399971","64.16400673654","64.347700645569","19.604663290677","38.220821241956","7.1532181409033","0.86955313880867","0.81454272174058","6.3818675265235","5.6455471650976"
"16","Brazil","Right-footed","Yes","12.188562353795","10.266173677477","26.385375484239","0.58782524916167","0.19030869306136","0.73278795241594","80.383788510193","64.754306825266","17.104379451821","30.871890807035","5.9764728841154","0.59810302191867","0.72962896006686","7.8096468176165","8.9370803230921"
"17","Spain","Right-footed","No","9.9358443983279","9.5027515628731","20.440073974699","0.75134497432421","0.18677425793447","0.70858930062933","54.806539245232","52.044429320591","17.59583105244","35.825696180106","2.790500988562","0.80045818144774","0.96923465724632","6.9298070664308","11.56581120013"
"18","France","Left-footed","Yes","16.571236662976","5.0673342656043","21.61279916162","0.66308116845548","0.099806881779662","0.47806996272525","41.678444018894","64.24393937861","23.480839985796","43.440539215635","11.084355821069","0.81265383633369","0.8144326471726","5.2921341830799","7.5053192259497"
"19","England","Left-footed","Yes","10.459879622394","8.2979969162877","22.75756884264","0.49758131756708","0.23177090151046","0.67702003694248","65.48841141591","72.795186697602","17.411537135654","43.483417392461","7.3106499983988","0.62604377139198","0.52966519528926","9.5809214827527","3.2420079184936"
"20","Spain","Right-footed","No","7.9384814933235","10.254161370115","27.969161624813","0.78540925663342","0.13803708025733","0.61485935657397","75.517407999109","37.831811606459","19.559543779855","31.021699335744","7.7962945302451","0.59971293913176","0.83393558127562","7.1103984850602","9.340099343631"
"21","Brazil","Left-footed","Yes","22.328243844608","2.9917841566359","28.659848416249","0.72210336955254","0.20299663151332","0.71752114189085","82.002617497388","65.027448074908","30.849682940403","35.122946270513","6.8841845002462","0.67540578735244","0.76518426031827","11.097416515398","9.9707994229001"
"22","France","Left-footed","Yes","13.871118497567","9.6300805771398","20.98409997243","0.65820977034686","0.21386884689791","0.99852590026034","65.368386379146","35.067291796699","12.88158681558","50.743330047702","5.5297663985508","0.68384585574847","0.79250734438816","3.7490154596003","4.8283087192283"
"23","Spain","Right-footed","Yes","15.33764102344","6.0121287231625","24.829517854173","0.57735159011502","0.26803292979193","0.73674816654743","65.88573392884","50.343351964768","10.740786342127","44.964001177339","6.6281510381025","0.82534194635024","0.76313806342143","5.8864424543133","8.3529683673259"
"24","England","Left-footed","Yes","7.8762590689327","9.7117960057795","39.995892510283","0.50405607632765","0.13455898004404","0.66864703138276","81.539007342557","76.291663649009","23.917948323993","60.750650393485","3.8012104756114","0.68854612163089","0.88070464166067","7.0652776733817","8.9024520322722"
"25","England","Right-footed","No","12.278086377374","5.7102225303724","37.092802190705","0.56277932239289","0.049024392208959","0.79218015019773","51.302583003046","54.182179666079","16.606784693529","51.801281737415","11.554172996107","0.66436514817188","0.91196877785534","9.2747621952578","7.8537853959821"
"26","Germany","Left-footed","Yes","15.554612948549","2.5853536980064","28.054265687718","0.70887486197042","0.20919247723768","0.74826878872092","66.11479224817","48.26120035591","18.408812361287","51.442930685599","4.5309760031552","0.68883662633054","0.82830531622587","7.7989387452044","6.4184581618293"
"27","Germany","Right-footed","No","9.2450321128885","3.1173726863505","25.266024347177","0.78845863059346","0.29002555907554","0.74200944904518","71.904238899251","58.020622710153","16.094218109344","26.121314495442","4.9360674323056","0.86186323341542","0.76606888128618","7.6209455083615","10.031874447127"
"28","Brazil","Right-footed","No","16.878490091728","8.1442548399841","25.840219287028","0.75432435282722","0.26194731764697","0.76068505932157","74.49218721285","80.679063381636","18.700999296162","47.638603516334","6.1194815912272","0.7513043374377","0.79586627951908","4.7454724148917","7.1932405080626"
"29","Spain","Right-footed","Yes","11.996806550406","8.7791675051644","29.294625809113","0.55111505782137","0.21048297076373","0.90565435648295","64.901933068091","41.68317752794","27.992690560482","39.468931983031","9.5761514497048","0.73207489746431","0.80195996165776","4.6861172055411","5.0296276746001"
"30","Spain","Left-footed","No","13.541531251034","5.2870501246868","17.840452043611","0.4880382566711","0.1754181907184","0.58691115646741","70.344410117058","49.486900883607","24.010642293091","34.490181964618","7.0290179985253","0.73899945012989","0.71975699601352","7.6450093205798","3.9010510286606"
"31","Germany","Right-footed","No","11.991466938853","9.9157773763321","23.198364238037","0.61408862469112","0.24035612983187","0.74736320768115","45.11672646587","74.974316831796","24.311117559435","41.680153405325","4.5277284079391","0.87920603343265","0.85789286485712","4.2717880123633","10.521699039999"
"32","Spain","Left-footed","No","24.261390922545","3.0154398131931","13.319911482857","0.42315606344371","0.15132269001478","0.60736188700185","63.417515876662","78.577023435377","12.918864721037","49.452115346115","9.5086767215147","0.67508282733968","0.84600423238605","5.9362444994213","9.2333279529422"
"33","Spain","Right-footed","Yes","14.93251387631","7.801760604058","27.794561858237","0.63231677141848","0.22381788846781","0.75555126463422","74.535087125545","58.965687757097","14.244231317236","45.008315910042","8.462001253571","0.88155082909401","0.95404412397767","8.0018346581717","8.1759470942583"
"34","England","Right-footed","No","9.7114453552205","4.3669514007126","29.530371577919","0.58523974137013","0.22527350795833","0.60813134885139","60.177059657453","47.609472974734","5.8046067025729","31.215261986579","8.0768699144329","0.77104962989215","0.92553497802885","5.0353514554464","7.1194507262984"
"35","Germany","Left-footed","No","19.112724560516","6.0444916765935","21.617694763904","0.55339634981318","0.25301049537494","0.65826331863949","70.589842215896","80.958435018092","15.953095894586","47.424589135926","8.4314684823417","0.73395806180247","0.73143250824099","10.210711924724","6.9420031715937"
"36","France","Right-footed","No","8.8957817501449","8.1421960139492","36.01790734303","0.44052969327332","0.33798300194555","0.67049100857621","74.468725008027","75.944423917492","24.783515931928","33.62412457924","11.788723801165","1","0.8820298374509","9.4478726884758","5.8485267031168"
"37","Germany","Right-footed","Yes","16.044317975024","5.4187599041481","16.419640358984","0.65136001065697","0.21962079835894","0.79758167193447","66.574507991422","66.789469877622","22.584732578742","42.166831189643","11.370189790072","0.64443605102014","0.70490466169055","3.8571600033234","7.1370887108802"
"38","France","Left-footed","No","5.2016493806011","6.8463333673105","14.749375838531","0.54672991603381","0.17455181871463","0.79184544439424","71.704637709966","51.875976510626","18.892433685239","36.966499325229","5.6265693139934","0.7146314240433","0.86959321009408","5.135257513636","3.7598255697597"
"39","England","Right-footed","Yes","8.3590697555078","11.018878427643","26.57116272992","0.48300831642897","0.1987212843904","0.57542826235536","60.372674347154","59.50970659162","19.88849858141","37.811337482644","10.247769985622","0.6267568760836","0.74833858012399","2.4284455110101","6.527872693063"
"40","Brazil","Right-footed","Yes","15.984306179346","6.2693243914306","32.329688118285","0.31277377867183","0.11154620475554","0.70549341109998","67.93388720304","58.396399189552","16.555572287123","47.662429750405","7.7663363795178","0.84524619705362","0.69767467766244","5.4348172749037","7.3781249672978"
"41","Spain","Right-footed","Yes","18.692332899977","10.507076336195","36.787493840205","0.59724850949494","0.16526434344555","0.62904201452508","76.102161695892","63.308513046156","21.023794412009","29.598062801841","7.9981916322755","0.91891889336517","0.82800453426974","8.5327769531448","9.2197600943808"
"42","England","Right-footed","Yes","15.85684140595","4.6108794360271","21.787810159917","0.77722515966697","0.17953587809434","0.57414950893247","71.569729609684","74.510014381313","23.829391397403","59.451950742769","3.6154583367133","0.91699227814046","0.53254328718459","6.1722101154503","7.9201470732533"
"43","Spain","Left-footed","Yes","14.421758588059","9.5894125337458","32.550765834019","0.76612592145479","0.17379558010327","0.67829829495756","64.134687304361","68.794170411374","11.920566062948","21.789139307055","6.6592284692236","0.8723948753146","0.62490244255948","7.9215944872319","9.5898462277511"
"44","Brazil","Left-footed","Yes","13.494481522054","12.324705861974","24.730440713495","0.55429037434137","0.20761774360169","0.66915172115442","72.242164042908","49.226239230152","21.498238439187","34.023323167451","5.3743528193269","0.7302379532204","0.78225081162257","3.9553313634365","10.698270210227"
"45","Brazil","Right-footed","No","7.6073900481629","0.58506649961813","23.791608900414","0.53977879396382","0.15887900338089","0.94267164863455","77.146097906366","73.764964500195","24.662174354773","43.702118899417","8.6561176297866","0.71347590225102","0.80824417666348","8.5959505091638","10.116340187648"
"46","England","Left-footed","Yes","11.400778958026","5.6093142335886","31.185619562407","0.6468774256075","0.25605153336622","0.74329598253607","49.500587214225","63.131321400132","17.924498555183","45.843141664353","9.1421610008056","0.58288302275059","0.76306812298418","5.8897815441433","8.9410196947571"
"47","Brazil","Right-footed","No","12.696806145201","9.7312163815416","29.566260148894","0.50016145608117","0.20001035324591","0.56223824992458","81.590740649559","66.870657958589","23.503503060603","38.995242794283","2.8510272979674","0.95358735351818","0.64205637012824","7.0243393645658","8.0237253583616"
"48","France","Left-footed","No","20.285611131095","7.390863841871","13.96525490111","0.63017918998195","0.19953498394307","0.64352259958291","66.637452613189","74.665408592786","34.073272222363","39.426092969985","6.9559302719915","0.79689780781485","0.71821081578615","6.8142509972139","6.0384239831729"
"49","Brazil","Right-footed","Yes","16.718091447842","9.1134376201139","35.335782448081","0.67660802783847","0.18360526417435","0.80213832954294","74.254899332402","48.884197504864","19.478286035066","44.105500853276","9.2437230095885","0.70080430951305","0.83912093272374","4.4569029582154","9.4798881027586"
"50","Spain","Right-footed","No","6.1847992231863","6.1880444398525","34.660639479032","0.72269332238843","0.20775953419295","0.90884427728699","81.972469236452","59.641744212935","21.966535250027","37.689305225423","6.6266420753731","0.8828056888987","0.85817817706284","4.6938313365204","11.359494764443"
"51","Spain","Right-footed","No","16.620419846974","8.2597693624187","20.621061089433","0.589984592352","0.24125491323338","0.5414016687762","56.283263027695","54.685454486408","16.309714581693","53.931812579349","8.4581272900047","0.652723548324","0.79837768824041","8.9355889380069","8.6842120793008"
"52","Spain","Right-footed","No","13.074588597918","7.5329682938238","27.770624734062","0.5796326249823","0.15664348921446","0.5120075614861","62.905589975725","44.321405746345","20.90625581301","48.393491142316","7.7023309352542","0.79066220342227","0.9156833781037","7.7979843150034","11.834518296852"
"53","Spain","Right-footed","No","11.61538999847","11.503346184979","28.458211303979","0.51220174132434","0.16709417554624","0.88709651753718","67.114513041243","63.467099776049","22.301358124912","48.728243510056","7.6833204639053","0.73273708657092","0.83973970234592","9.1000980831069","4.9488565838778"
"54","France","Right-footed","Yes","18.058381444204","8.7632625299036","26.824716360767","0.51731196459601","0.18481369856117","0.73896141773709","62.162464788756","85.115565515844","20.974211701351","30.338432766296","6.4573700438634","0.81386771398803","0.72525443460418","7.649316471005","5.6916732304409"
"55","Germany","Left-footed","No","20.15499761248","9.0128079862256","21.147863923082","0.57735211080985","0.13270645382634","0.61317072681236","87.349365758368","41.599222554942","14.901523401456","39.206115755943","4.5668383917286","0.74364264608139","0.77194979465884","7.2859812696184","9.7104030154965"
"56","England","Right-footed","Yes","19.656400595581","6.7643691016326","20.298636424434","0.63673655068162","0.15903710701393","0.75346290861224","61.432279061732","59.677193889505","21.031808856627","36.995340512793","4.7569397051499","0.60490721088888","0.65971338427921","3.5479787626665","8.5285804203065"
"57","Spain","Left-footed","No","10.803912383887","6.5371813277825","24.82112150306","0.69135846262332","0.17618895632277","0.43642522609831","64.444532205131","66.405429350748","27.310979693588","29.943986243105","8.4187050289106","0.757557637267","0.78918610096086","6.4592666064777","10.627564353144"
"58","Brazil","Right-footed","No","13.453938120744","6.7023254365411","33.209103134816","0.51968210493197","0.24371945903564","0.70033755065972","72.04389031603","61.230782016562","22.243178822573","43.601641839458","7.0389165110378","0.85488641418754","0.91121006192213","6.9452313591925","7.9690567185465"
"59","Spain","Left-footed","Yes","16.656317157018","9.1833564271349","28.805201082161","0.74926885689595","0.2131280664501","0.73278211728431","57.978504739239","58.868719474843","24.809935945359","34.623542422202","6.7229755107856","0.7470783594146","0.8685290084711","10.906214396545","6.2640491549433"
"60","Brazil","Left-footed","No","19.877725635612","6.7370465575392","22.405699675397","0.57288763989574","0.20967949556838","0.79242701395378","66.043192882437","47.007836365542","18.814940149937","46.554038298502","6.1522199153553","0.82751151215891","0.94020093259191","8.3739132641974","7.5728135155899"
"61","Brazil","Left-footed","No","12.604128810774","8.8693245706892","30.401890974538","0.59786327056516","0.2425448981084","0.59861040477075","73.174532612502","62.327867429402","23.749501197119","29.298084371057","6.3896223090385","0.64544705143259","0.7697114756201","10.072122363419","4.9346320581525"
"62","Spain","Right-footed","No","14.071705116681","14.226202395936","5.0602016555895","0.52527883208522","0.19313141058003","0.70856871614034","66.671395956175","52.432360229841","21.396339191083","57.190406128418","9.0938235889763","0.74737392067301","0.93460997945143","8.1950754117895","5.7428186538059"
"63","France","Right-footed","Yes","9.4683251299699","10.613374110295","33.041359902605","0.35757597397271","0.21952324249644","0.60745753739404","69.066131411001","38.100782950214","15.245446351564","31.036673414079","6.3295118362639","0.68754895449114","0.7806695773552","5.577393546101","9.944887995836"
"64","Brazil","Left-footed","No","9.0189668795966","7.0219294034965","12.822003548553","0.6884045396361","0.19483891235338","0.72553837556743","64.706678875516","71.945922205137","21.592605023994","42.193023372004","4.3178705733969","0.82469808401047","0.94715850825699","7.2342484322997","9.7455748289392"
"65","Brazil","Right-footed","Yes","19.062629111971","11.603641766492","22.462913410178","0.67368438970924","0.21326811746998","0.6104653677637","54.855296908192","69.58385819842","15.041516682798","47.918593103881","8.4873035510803","0.7531491562262","0.79781432525579","7.4724472925285","8.7260085696122"
"66","Spain","Left-footed","No","21.781200142854","6.7757738809353","17.162310737617","0.57186724428818","0.17086206711942","0.65918991608398","73.215932113392","60.516609768511","16.835598625576","34.293595697999","6.5902466722706","0.81900736763366","0.87072313738043","5.1216888604586","4.5578449580791"
"67","Brazil","Right-footed","Yes","14.639949392098","1.8856263944664","15.937229669954","0.60669907172249","0.078059142086179","0.60041846052098","87.549330716472","62.290746882057","20.946641536462","48.52468643433","7.0627917310656","0.85877104261579","0.94751123643099","6.2312252468142","7.2831928489742"
"68","Brazil","Left-footed","Yes","20.01766448946","4.9757410672478","33.12578751165","0.65159392177041","0.19328604189068","0.76511362418237","70.184016307834","70.743180127156","21.486221366901","27.708164021996","10.215156612799","0.81916185751214","0.78065723714188","6.5884660126457","5.5500002226799"
"69","Spain","Left-footed","No","16.808180125238","2.3876242369224","21.726091590817","0.44374541431135","0.271137406805","0.78584511166567","72.252641172475","62.243396567781","14.053837674614","54.521176991826","6.958878885299","0.77731184342936","0.82183889875442","10.21123966513","10.353066507576"
"70","Spain","Right-footed","No","11.774401226974","6.9454595478761","27.425527172115","0.54709473226537","0.24631077011208","0.67653794300426","76.927227551169","69.040175547613","25.269928855914","40.141492649658","7.5783673462375","0.65017877414886","0.92888634252063","2.838518949218","6.8325557328748"
"71","England","Left-footed","Yes","16.806978027542","8.0552551375687","24.671555947846","0.67942646796218","0.24826987422956","0.703823799496","","57.025177991262","22.860031391502","34.035885920311","4.6421530174033","0.74972138893331","","9.4116368414321","5.8285045784369"
"72","France","Right-footed","Yes","22.69018283233","13.029311936826","28.339285790562","0.47457105768308","0.26180653609031","0.55514085853665","87.025146581296","73.119837385739","16.476357821946","37.008182275726","6.5606610952981","0.69669095979842","","5.1264095300812","8.0595923302428"
"73","France","Left-footed","No","14.82086980445","8.9807821212925","25.537753237422","0.62935579321666","0.20443287954807","0.67003233519932","","63.207857259327","12.312076017754","48.089192693927","8.2190520904172","0.71559360432958","","4.2558416254608","6.7196910863308"
"74","Brazil","Left-footed","Yes","22.82321827907","7.3426984135734","16.01905443068","0.46434181953766","0.20986578537028","0.69497953829583","","61.940519436059","19.275477104593","34.155447081496","3.8892525323175","0.71254658492497","","9.3598842600769","10.967487820407"
"75","France","Right-footed","No","1.9012744795513","10.48821674355","31.97386773613","0.64664299824335","0.16911740522828","0.962079309103","62.66967004476","47.29938911288","17.770281430694","32.506423105772","7.4016901862314","0.65200744252178","","8.4637961384688","6.5303782049316"
"76","Brazil","Right-footed","No","19.109512521876","1.3665940729763","21.543703917871","0.59643585177025","0.18419635719865","0.58880329742258","88.180619225578","62.869558543017","20.565702285265","37.784634024163","7.2015821452896","0.5542661410866","0.91560066694511","9.5090374047624","5.2015434815507"
"77","England","Right-footed","No","15.435235341191","8.7068436743257","14.103926709382","0.43848681840945","0.23078855748856","0.84641772387524","77.751554940348","51.680450825055","18.184416694222","28.2303788723","7.0825749111749","0.68318569516722","0.73915060962688","8.6014038950912","3.694172968485"
"78","Spain","Left-footed","No","13.504963247671","10.312595581661","22.003193873239","0.71647393544572","0.26019422185844","0.79968587734658","","53.617172734715","9.962715696275","58.205439079418","","0.76933794519242","0.69921320867779","11.119690003475","7.9384269951732"
"79","Spain","Right-footed","Yes","15.458803882678","3.5642412626605","35.50531853444","0.5265408423202","0.19302768621595","0.72806364044901","","51.846243716839","18.058265308494","34.336054087853","","0.61518229545725","0.82537372967748","8.117447673889","6.8761397722841"
"80","Spain","Left-footed","No","5.0621554269955","11.431262129621","30.951552194794","0.51897475629856","0.17749053675743","0.87586204841951","","49.337650681008","18.471904444658","48.316167861804","9.9561437967129","0.75156822364716","0.62069236020876","6.6870452477537","5.1421907869765"
"81","France","Left-footed","Yes","13.901640560812","9.0154892224832","22.559435059145","0.62005691972309","0.20002639794283","0.73721054726069","82.005316584739","81.24771403017","23.16830512387","42.094700836478","5.0128209688119","0.9400268424311","0.77120939231321","7.6858527546427","10.378452922512"
"82","England","Right-footed","No","16.785562857559","6.7541362582976","22.555196069771","0.71486373494287","0.23006033744646","0.73891591956679","71.40359869848","73.313390619884","16.509001626945","30.15465949518","7.2718491344367","0.85230565552522","0.82450386643154","9.4869382566919","9.3344902948585"
"83","France","Right-footed","Yes","22.389470223708","9.8983455983189","22.748554641478","0.49841781810216","0.12780725919332","0.69468793469825","50.329302964128","79.203675021443","28.393373366863","39.940452907873","7.1689335727799","0.91435415091205","0.77300481031748","5.4412493494798","7.9435642421255"
"84","France","Left-footed","No","12.408648908632","14.812078573413","39.537235884926","0.6061679849848","0.085190952343138","0.82235688824186","58.82813538293","47.771049804444","10.441797246741","47.840027793107","4.8614910124898","0.78911278769327","0.64565490568143","5.6962228349372","10.728652488342"
"85","England","Left-footed","Yes","10.957531985534","8.5455987651755","27.673548165621","0.64288165003306","0.17247315752542","0.80964692338109","68.141542478073","60.712537499109","26.555837489013","38.117386649137","8.9125900041827","0.86675098229864","0.9594177956204","6.3820799708042","9.3250720667972"
"86","England","Right-footed","Yes","12.491214782077","8.744661758901","28.010291530337","0.66931056072631","0.13896437870429","0.63743227125038","73.099989831656","47.064923747959","18.878405145609","51.93112945851","11.649346611706","0.67760352695322","0.81035381539492","2.7908344024693","6.3542881969631"
"87","England","Right-footed","No","19.57701058851","6.6219173013793","32.211984178223","0.61764415552772","0.17459299011763","0.56807528054012","69.434115111001","53.043051228029","24.297924361718","50.215153927819","6.9659878510323","0.6855659732978","0.94311521177617","7.2761568168351","5.9215596720185"
"88","England","Right-footed","No","16.643755548298","5.4504668916056","26.671524113186","0.56329721609167","0.19261098405913","0.67970193626043","82.189707897937","50.818730165834","20.399007420294","49.189148546583","8.0100421765475","0.47608597938625","0.77399637498196","3.2277425920979","9.6359630889077"
"89","Spain","Right-footed","No","12.351198981165","10.491007449633","23.186704979255","0.51724097793513","0.17733757954885","0.61999614356024","50.488981359614","72.395840064416","25.697777680127","35.40343227727","7.1690369516307","0.86861454740423","0.71199880183092","7.1061186258652","8.7927339129347"
"90","Germany","Right-footed","No","17.566337165567","5.4317485222734","23.625551056405","0.60861438830464","0.27262337672354","0.69364754253846","71.435879365052","56.037703218982","18.063190177236","29.201575522185","5.5728306601856","0.90403239798199","0.82691809202552","8.7305795122705","8.3394955359413"
"91","Germany","Left-footed","Yes","15.48538774674","8.2146987116582","24.498791184102","0.49278609880144","0.21633723823012","0.82374381346841","51.820207746128","70.68379333694","14.506897874111","33.864123946372","3.358479444396","0.69468227546527","0.77842128736718","6.0462470787123","6.3070043942622"
"92","England","Left-footed","No","19.843224952664","6.5670276597047","24.739444344431","0.30786495165054","0.21502371798054","0.65426983449132","77.597122954842","66.041208895885","27.102521436355","41.962409406667","5.5884530338093","0.72460482936028","0.68222385420086","10.354231740374","9.2158951340115"
"93","Germany","Left-footed","Yes","11.489734530613","9.4369394772392","30.093406805459","0.64365598041577","0.23111035720217","0.69571766186884","69.05541285558","83.036387521048","19.432596770589","45.457867135324","4.2160832380965","0.6746137886309","0.94697842587875","4.078998201163","6.4890022337321"
"94","Germany","Left-footed","Yes","13.361689267011","9.0009863158608","25.363621200651","0.69039348410862","0.14305834411096","0.70580227348084","74.196099720241","45.205557768603","21.107792368121","18.284285952396","10.408204156118","0.78826535514775","0.7377729777106","9.3825213632637","7.7960266908126"
"95","England","Right-footed","No","13.039459234339","11.112619832774","30.128480540509","0.36370675644582","0.25195558937101","0.78484308822053","61.361170394102","72.592332397868","26.173759570224","39.918867983882","6.7697806121535","0.86249325453032","0.61597336152044","8.3502741128138","10.893888292774"
"96","Germany","Right-footed","Yes","7.6824252593394","6.4699508034358","24.43498393924","0.49902692952901","0.19621178567323","0.47531106660154","82.794649316578","71.464408704007","14.840223789528","41.580892253232","6.3081613419057","0.5757228026119","0.93281660539573","3.5679335033786","6.6783315283797"
"97","France","Right-footed","Yes","16.480601385323","7.1903751941199","25.550446332213","0.66191542610052","0.23352403086206","0.63932997052347","80.417246640589","50.26621161973","22.977454488196","37.224557436844","8.7783076495756","0.79094385306423","0.74957019841874","12.421588598081","4.8540214858543"
"98","Brazil","Left-footed","Yes","16.305276360899","5.0637088526531","11.012595208275","0.80574954697117","0.14640713834799","0.72112836922795","75.835443030119","70.071333364732","17.050526217686","52.912738390159","4.7564977942882","0.72233282282809","0.73921761073844","6.8725094289921","5.8949056162598"
"99","Brazil","Left-footed","Yes","15.025567283212","6.6671202197717","31.414293722917","0.60207937076754","0.1223120616992","0.82000789564269","68.704827531366","63.361449630262","19.339153221778","44.217800742509","5.4662719239909","0.76133943919667","0.623461241297","5.2450319556887","9.9885976533752"
"100","England","Right-footed","No","13.827064333124","9.1319014791346","27.425419331286","0.52719970587709","0.24089448290125","0.65080975524938","75.798572852951","57.725237400466","20.361394826921","53.101919080809","7.1361445384972","0.79589940016743","0.9740941486597","4.185825610432","8.5094622747604"
"101","Spain","Right-footed","No","7.9231462897479","10.270965849936","31.986070769018","0.58171035588952","0.21882047630488","0.51234472939581","62.931074320127","51.76064513028","12.498890692765","37.840394796498","9.057537982847","0.73117975612272","0.67105194127903","6.5599639446807","7.7422452426225"
"102","England","Left-footed","No","12.896773386173","5.2335040274671","4.7262123526442","0.73748764191482","0.15489742228212","0.76197114459661","78.555556590207","52.808905485508","16.105814785898","49.374774925069","8.0033700903376","0.73964131465942","0.80584494807057","6.7451862552201","6.9818123893769"
"103","Spain","Left-footed","No","13.286427417366","10.608817760317","39.618622933465","0.53540358208755","0.15651684593627","0.63646376111744","86.494808943239","80.498120957859","26.755364462066","56.350663945275","7.4966502850318","0.72861248324454","0.89126203225404","7.2052910570793","8.9707198151064"
"104","Brazil","Right-footed","Yes","10.988613653892","12.066913576415","24.022872602914","0.52008079933497","0.25627173922074","0.58103333409096","80.706105599792","60.006828189575","24.430955942924","53.116934492727","7.156235470472","0.84703162017883","0.84217169330031","6.4044076875521","6.3017902980196"
"105","England","Right-footed","Yes","14.19357144167","9.2403047096711","32.757279717163","0.5517256477818","0.14052940535663","0.63756546102868","62.703975301926","67.821300015315","19.686802113364","29.078584065713","7.8004717110536","0.79187599601275","0.79403456880078","8.2664506202302","8.6113311372852"
"106","France","Left-footed","No","17.020254284073","13.630387437674","17.720658510121","0.50466713917413","0.2821336476628","0.68154746423442","73.614173172731","52.091006183324","21.215617292564","37.463239224576","7.4033058102585","0.77205835377374","0.62983341417126","6.2247403346735","6.5374908623741"
